Time s	       Force Beam 1Å  N	Force Beam 2Å  N	Force Beam 3Å  N	Force Beam 4Å N	       Vertical ForceÅ  N	Force Beam 1Ç N	Force Beam 2Ç N	Force Beam 3Ç N	Force Beam 4Ç N	Vertical ForceÇ N
0.616000	88.00	156.83	168.97	77.57	491.39	156.78	218.02	141.08	92.86	608.77
0.618000	87.81	157.28	168.86	77.14	491.11	156.80	218.08	141.06	92.83	608.80
0.620000	87.59	157.31	169.16	76.76	490.84	156.70	218.05	141.14	93.00	608.91
0.622000	87.67	157.52	169.24	76.70	491.16	156.64	218.44	141.17	92.97	609.24
0.624000	87.40	157.95	169.52	76.29	491.18	156.86	218.22	140.92	93.11	609.13
0.626000	87.26	158.22	169.79	76.00	491.29	156.83	218.11	141.00	93.11	609.08
0.628000	87.18	158.35	169.96	75.72	491.23	156.80	218.05	141.28	93.05	609.21
0.630000	86.68	158.40	170.26	75.51	490.87	156.83	218.13	141.08	93.24	609.33
0.632000	86.99	158.75	170.48	75.13	491.36	156.91	218.24	141.08	93.27	609.55
0.634000	86.74	158.88	170.75	74.75	491.14	156.94	218.38	141.19	93.05	609.60
0.636000	86.52	159.28	170.72	74.53	491.08	157.11	218.22	140.78	93.41	609.55
0.638000	86.52	159.69	171.00	74.39	491.62	157.11	218.38	141.00	93.52	610.04
0.640000	86.19	159.85	171.21	74.09	491.37	157.21	218.55	141.03	93.38	610.20
0.642000	85.94	159.93	171.35	73.66	490.90	156.97	218.71	141.08	93.60	610.40
0.644000	85.94	160.33	171.82	73.39	491.50	157.35	218.60	140.89	93.66	610.53
0.646000	85.64	160.27	171.84	73.39	491.17	157.43	218.88	140.95	93.55	610.83
0.648000	85.64	160.94	172.01	72.90	491.51	157.24	218.96	141.11	93.63	610.97
0.650000	85.45	161.10	172.36	72.85	491.78	157.38	218.98	140.81	93.71	610.92
0.652000	85.50	161.26	172.55	72.44	491.78	157.43	219.31	141.41	93.77	611.96
0.654000	85.17	161.77	172.80	72.25	492.02	157.21	219.18	141.22	93.82	611.47
0.656000	84.92	161.77	172.94	71.87	491.52	157.49	219.73	141.36	93.93	612.54
0.658000	84.70	162.22	173.13	71.65	491.73	157.60	219.62	141.19	93.96	612.40
0.660000	84.70	162.44	173.43	71.27	491.87	157.68	219.70	141.55	93.93	612.89
0.662000	84.32	162.65	173.73	71.05	491.78	157.65	219.89	141.55	94.10	613.23
0.664000	84.26	163.03	173.87	70.97	492.16	157.65	220.25	141.63	93.93	613.50
0.666000	84.35	163.29	174.17	70.56	492.40	157.87	220.41	141.66	94.02	613.99
0.668000	83.80	163.37	174.22	70.02	491.44	157.82	220.47	141.99	94.16	614.46
0.670000	83.77	163.86	174.41	70.13	492.19	157.92	220.58	141.88	94.38	614.79
0.672000	83.44	164.04	174.77	69.75	492.03	157.68	220.82	141.69	94.40	614.63
0.674000	83.44	164.34	174.77	69.48	492.05	157.82	221.07	141.99	94.16	615.06
0.676000	83.52	164.82	175.21	68.94	492.51	157.87	221.04	142.10	94.46	615.50
0.678000	83.06	165.11	175.62	68.66	492.47	157.90	221.37	142.10	94.29	615.70
0.680000	83.08	165.59	175.59	68.31	492.60	157.76	221.29	142.10	94.38	615.56
0.682000	82.81	165.81	175.92	68.01	492.57	157.79	221.54	142.07	94.46	615.89
0.684000	82.51	166.29	176.19	67.63	492.64	157.65	221.79	142.48	94.54	616.49
0.686000	82.40	166.66	176.52	67.36	492.96	157.84	221.70	142.07	94.43	616.08
0.688000	82.29	167.25	176.57	67.14	493.28	157.71	221.87	142.13	94.57	616.30
0.690000	82.12	167.49	176.90	66.76	493.30	157.82	221.87	142.24	94.43	616.38
0.692000	81.96	167.97	177.34	66.22	493.51	157.84	221.81	142.07	94.57	616.33
0.694000	81.93	168.51	177.45	65.84	493.75	157.82	221.95	142.10	94.46	616.36
0.696000	81.63	168.93	177.78	65.60	493.96	157.87	222.06	142.21	94.29	616.46
0.698000	81.65	169.39	178.08	65.05	494.20	157.82	221.90	142.10	94.40	616.25
0.700000	81.27	169.84	178.43	64.86	494.43	157.87	222.20	142.04	94.49	616.63
0.702000	80.99	170.30	178.43	64.56	494.31	157.71	222.06	142.32	94.46	616.58
0.704000	81.10	170.86	178.68	64.16	494.82	157.65	221.92	142.10	94.32	616.03
0.706000	80.94	171.37	179.26	63.78	495.36	157.65	221.87	142.10	94.38	616.03
0.708000	80.64	171.74	179.26	63.56	495.22	157.68	221.68	141.99	94.38	615.75
0.710000	80.50	172.17	179.64	63.23	495.56	157.46	221.81	141.77	94.43	615.51
0.712000	80.25	172.65	180.10	62.75	495.77	157.49	221.70	141.72	94.49	615.42
0.714000	80.09	172.65	180.24	62.45	495.45	157.43	221.57	141.77	94.29	615.09
0.716000	80.09	173.37	180.49	62.47	496.44	157.30	221.57	141.66	94.51	615.07
0.718000	79.67	173.85	180.79	61.90	496.24	157.65	221.29	141.33	94.21	614.52
0.720000	79.59	174.36	181.01	61.77	496.75	157.43	221.24	141.47	94.24	614.41
0.722000	79.59	174.65	181.31	61.28	496.86	157.52	221.15	141.36	94.27	614.33
0.724000	79.32	175.14	181.74	61.33	497.55	157.43	221.07	141.25	94.16	613.94
0.726000	79.43	175.38	181.85	61.12	497.80	157.43	220.82	141.11	94.21	613.61
0.728000	78.99	175.54	182.18	60.57	497.30	157.41	220.61	141.00	94.13	613.17
0.730000	78.96	175.96	182.07	60.57	497.59	157.35	220.61	140.70	94.27	612.95
0.732000	78.82	176.23	182.56	60.41	498.05	157.21	220.50	140.73	94.07	612.54
0.734000	79.04	176.74	182.46	60.03	498.29	157.43	220.47	140.62	94.16	612.71
0.736000	78.82	177.03	182.54	60.06	498.47	157.27	220.36	140.45	94.16	612.27
0.738000	78.63	177.03	182.70	59.92	498.31	157.21	220.36	140.23	94.21	612.05
0.740000	78.52	177.51	182.62	59.60	498.27	157.24	220.08	140.40	93.96	611.72
0.742000	78.38	177.65	182.73	59.32	498.11	157.21	220.19	140.40	93.93	611.77
0.744000	78.35	177.78	182.59	59.00	497.75	157.11	220.14	140.07	94.07	611.42
0.746000	78.33	178.10	182.89	58.86	498.21	157.05	220.14	140.29	94.05	611.55
0.748000	78.22	178.34	182.62	58.65	497.85	157.32	219.95	140.12	93.69	611.11
0.750000	77.78	178.56	182.56	58.56	497.49	157.21	220.47	140.10	93.91	611.72
0.752000	78.27	178.56	182.65	58.29	497.79	157.32	220.28	140.12	93.74	611.50
0.754000	77.86	178.85	182.62	58.29	497.65	157.08	220.30	140.07	93.93	611.42
0.756000	77.69	179.39	182.56	58.02	497.69	157.00	220.69	140.10	94.02	611.83
0.758000	77.56	179.47	182.54	57.83	497.42	157.19	220.58	140.02	93.93	611.75
0.760000	77.50	179.65	182.21	57.78	497.17	157.21	220.52	140.34	93.96	612.08
0.762000	77.34	179.81	182.07	57.42	496.67	157.32	220.63	140.34	93.99	612.32
0.764000	77.50	180.35	182.13	57.42	497.43	157.19	220.77	140.18	94.21	612.38
0.766000	77.56	180.62	182.04	57.32	497.56	157.02	221.02	140.37	93.96	612.41
0.768000	77.72	180.72	181.72	57.34	497.53	157.21	220.91	140.45	93.93	612.54
0.770000	77.67	181.15	181.61	57.07	497.52	157.27	221.13	140.65	94.16	613.23
0.772000	77.50	181.26	181.66	57.07	497.52	157.21	221.46	140.59	93.96	613.26
0.774000	77.72	181.82	181.39	56.88	497.83	157.41	221.37	140.67	93.82	613.31
0.776000	77.89	182.11	181.53	56.83	498.38	157.32	221.51	140.92	93.85	613.64
0.778000	77.89	182.33	181.17	56.75	498.15	157.08	221.70	140.73	93.88	613.42
0.780000	77.97	182.70	181.20	56.83	498.72	157.11	221.51	141.03	93.69	613.36
0.782000	78.24	182.89	181.06	57.21	499.42	157.21	221.73	140.95	93.77	613.69
0.784000	78.27	183.02	180.79	56.77	498.88	157.27	222.06	141.11	93.85	614.33
0.786000	78.33	183.23	180.87	56.66	499.12	157.08	222.20	140.89	93.82	614.02
0.788000	78.60	183.64	180.46	56.88	499.60	157.13	222.39	141.22	93.82	614.60
0.790000	78.55	183.80	180.40	56.69	499.46	157.13	222.45	141.50	94.13	615.23
0.792000	78.44	184.01	180.13	56.50	499.10	157.30	222.53	141.28	93.96	615.09
0.794000	78.79	183.96	179.94	56.53	499.24	157.00	222.66	141.41	93.82	614.93
0.796000	78.60	184.30	179.67	56.72	499.31	157.00	222.72	141.77	93.99	615.51
0.798000	78.71	184.46	179.61	56.77	499.58	157.16	223.05	141.58	93.93	615.75
0.800000	78.88	184.89	179.56	56.56	499.90	157.16	223.27	142.10	93.71	616.27
0.802000	78.93	184.87	179.26	56.66	499.74	157.00	223.10	141.72	93.71	615.56
0.804000	79.04	184.81	178.82	56.39	499.09	157.02	223.08	142.04	93.91	616.08
0.806000	79.04	185.08	178.65	56.85	499.65	157.02	223.54	142.10	93.69	616.38
0.808000	79.26	185.48	178.60	56.56	499.92	156.83	223.63	142.54	93.71	616.74
0.810000	79.23	185.37	178.33	56.77	499.73	157.00	223.57	142.29	93.82	616.71
0.812000	79.32	185.59	178.22	56.91	500.05	156.83	223.54	142.65	93.80	616.85
0.814000	79.62	185.59	177.78	56.75	499.75	157.00	223.65	142.65	93.66	616.99
0.816000	79.65	185.67	177.45	56.72	499.51	156.75	223.74	142.54	93.71	616.77
0.818000	79.67	185.85	177.45	56.96	499.97	156.45	223.85	142.87	93.60	616.80
0.820000	80.20	186.15	177.15	56.83	500.34	156.78	224.12	143.03	93.77	617.73
0.822000	80.31	186.04	176.90	56.72	499.99	156.83	223.87	142.98	93.33	617.04
0.824000	80.03	186.34	176.88	56.91	500.18	156.50	224.07	143.17	93.52	617.29
0.826000	80.50	186.09	176.79	56.99	500.40	156.56	224.01	143.33	93.52	617.45
0.828000	80.80	186.34	176.47	57.10	500.72	156.50	224.12	143.31	93.38	617.34
0.830000	80.94	186.20	176.19	57.15	500.51	156.50	224.20	143.42	93.11	617.26
0.832000	80.99	186.31	176.14	57.34	500.81	156.07	224.34	143.55	93.22	617.21
0.834000	81.13	186.36	175.70	57.59	500.80	156.45	224.23	143.47	93.41	617.59
0.836000	81.38	186.44	175.56	57.59	501.00	156.12	224.50	143.85	93.38	617.90
0.838000	81.71	186.12	175.10	57.51	500.46	156.20	224.59	143.88	93.33	618.03
0.840000	82.07	186.04	175.04	57.80	500.98	155.90	224.61	143.77	93.02	617.35
0.842000	82.34	186.04	174.66	58.02	501.09	156.09	225.00	144.07	93.16	618.36
0.844000	82.62	186.17	174.50	58.02	501.33	155.79	225.03	144.35	92.97	618.17
0.846000	82.78	185.80	174.20	58.13	500.93	155.82	225.25	144.57	92.83	618.50
0.848000	82.95	185.67	173.73	58.46	500.82	155.74	224.97	144.51	92.94	618.20
0.850000	83.11	185.32	173.62	58.59	500.67	155.79	225.33	144.90	92.91	618.96
0.852000	83.33	185.21	173.40	58.67	500.64	155.63	225.58	144.98	92.69	618.91
0.854000	83.66	185.08	172.88	58.62	500.27	155.69	225.80	145.17	92.72	619.40
0.856000	83.82	184.70	172.69	59.19	500.43	155.69	225.91	145.47	92.66	619.76
0.858000	84.02	184.52	172.14	59.27	499.97	155.36	226.02	145.44	92.53	619.38
0.860000	84.35	184.25	172.09	59.27	499.98	155.28	225.99	145.83	92.50	619.62
0.862000	84.73	183.96	171.98	59.62	500.32	155.33	226.18	145.83	92.53	619.90
0.864000	85.20	183.56	171.54	59.65	499.97	155.38	226.13	146.05	92.72	620.31
0.866000	84.95	183.34	171.10	59.98	499.40	155.41	226.32	146.24	92.22	620.22
0.868000	85.09	183.07	170.89	59.98	499.05	155.36	226.56	146.08	92.28	620.31
0.870000	85.53	182.70	170.67	60.41	499.33	155.19	226.78	146.87	92.33	621.21
0.872000	85.86	182.38	170.28	60.74	499.28	155.03	227.06	146.54	92.28	620.94
0.874000	85.80	181.98	169.96	61.01	498.77	155.03	227.25	146.71	92.28	621.30
0.876000	86.13	181.68	169.27	60.84	497.96	154.87	227.39	147.14	91.95	621.38
0.878000	86.44	181.31	169.00	61.55	498.32	154.81	227.25	147.06	91.95	621.10
0.880000	86.90	180.94	168.92	61.77	498.55	154.97	227.44	147.58	92.28	622.31
0.882000	87.07	180.56	168.18	62.20	498.04	154.89	227.55	147.80	91.95	622.23
0.884000	87.32	180.16	167.88	62.61	497.99	154.65	227.61	147.94	91.67	621.90
0.886000	87.70	179.87	167.49	62.80	497.89	154.54	227.83	148.21	92.08	622.70
0.888000	87.92	179.57	167.22	63.15	497.89	154.40	228.07	148.16	91.78	622.45
0.890000	88.39	179.23	166.87	63.34	497.85	154.43	228.29	148.52	91.73	623.00
0.892000	88.39	178.80	166.35	63.78	497.33	154.51	228.38	148.60	91.78	623.30
0.894000	88.61	178.16	166.07	63.80	496.67	154.32	228.51	148.85	91.56	623.27
0.896000	88.72	178.16	165.80	64.35	497.05	154.40	228.51	149.01	91.56	623.52
0.898000	89.19	177.70	165.42	64.70	497.03	154.16	228.73	149.17	91.59	623.68
0.900000	89.49	177.33	164.98	65.03	496.84	153.99	228.90	149.23	91.39	623.55
0.902000	89.57	177.11	164.84	65.08	496.63	153.72	228.82	149.67	91.39	623.63
0.904000	90.04	176.55	164.65	65.68	496.94	153.94	228.93	149.61	91.39	623.90
0.906000	89.96	176.55	164.19	65.95	496.67	153.69	229.28	149.94	91.59	624.54
0.908000	90.42	176.18	163.88	66.19	496.70	153.80	229.37	150.33	91.67	625.19
0.910000	90.70	175.88	163.88	66.44	496.93	153.72	229.56	150.38	91.45	625.14
0.912000	90.81	175.51	163.45	66.71	496.50	153.53	229.59	150.27	91.45	624.87
0.914000	91.36	175.19	163.28	67.14	497.00	153.72	229.50	150.44	91.28	624.97
0.916000	91.66	174.89	163.28	67.36	497.22	153.28	229.53	150.60	91.20	624.64
0.918000	91.44	174.79	162.68	67.63	496.57	153.39	229.75	150.82	91.28	625.28
0.920000	91.91	174.49	162.57	67.90	496.90	153.45	229.86	151.01	91.17	625.52
0.922000	92.05	174.25	162.43	68.26	497.02	153.20	229.81	150.98	91.28	625.30
0.924000	92.05	174.09	162.19	68.31	496.66	153.42	229.94	151.15	91.31	625.85
0.926000	92.43	173.64	162.16	68.53	496.78	153.23	230.11	151.29	90.93	625.58
0.928000	92.68	173.42	161.67	69.07	496.87	153.47	230.24	151.37	91.31	626.43
0.930000	92.68	173.13	161.78	69.21	496.82	153.39	230.19	151.29	91.28	626.18
0.932000	93.20	172.60	161.72	69.48	497.02	152.95	230.30	151.53	91.28	626.10
0.934000	93.14	172.81	161.23	69.42	496.64	153.06	230.33	151.70	91.12	626.24
0.936000	93.34	172.33	161.18	69.97	496.84	153.06	230.13	151.75	90.95	625.93
0.938000	93.45	172.17	161.09	70.18	496.92	153.06	230.27	151.70	91.20	626.26
0.940000	93.58	172.09	160.71	70.27	496.68	152.95	230.24	151.92	91.15	626.29
0.942000	94.05	171.93	160.57	70.40	496.98	152.95	230.46	152.03	91.04	626.51
0.944000	93.86	171.61	160.49	70.76	496.74	153.04	230.41	152.16	91.15	626.79
0.946000	94.38	171.31	160.27	70.89	496.88	152.76	230.30	152.05	91.17	626.32
0.948000	94.16	171.34	160.27	71.08	496.88	152.76	230.19	152.36	91.09	626.43
0.950000	94.46	171.07	160.06	71.43	497.05	152.60	230.08	152.08	91.01	625.80
0.952000	94.66	171.02	160.00	71.71	497.41	152.63	230.22	152.25	91.23	626.35
0.954000	94.79	170.86	160.06	71.71	497.44	152.74	230.16	152.11	91.09	626.13
0.956000	94.93	170.62	159.97	71.98	497.52	152.49	230.11	152.19	90.90	625.72
0.958000	95.29	170.35	159.73	72.14	497.53	152.38	229.86	152.16	90.76	625.19
0.960000	95.34	170.30	159.51	72.36	497.53	152.38	229.91	152.41	90.84	625.58
0.962000	95.37	170.19	159.75	72.57	497.92	152.63	229.67	152.19	90.90	625.41
0.964000	95.51	169.92	159.59	72.87	497.92	152.68	229.75	152.46	90.62	625.55
0.966000	95.65	169.87	159.45	73.06	498.06	152.16	229.56	152.41	90.46	624.62
0.968000	95.95	169.92	159.21	73.12	498.22	152.30	229.39	152.27	90.73	624.73
0.970000	96.20	169.87	159.32	73.39	498.80	151.97	229.26	152.46	90.48	624.21
0.972000	96.20	169.79	159.37	73.42	498.80	151.94	229.23	152.27	90.46	623.93
0.974000	96.53	169.52	159.40	73.66	499.13	151.78	229.04	152.41	90.24	623.49
0.976000	96.61	169.55	159.51	73.63	499.32	151.70	228.84	152.55	90.35	623.47
0.978000	96.42	169.47	159.43	73.90	499.24	151.72	228.87	152.41	90.24	623.27
0.980000	96.58	169.47	159.18	73.99	499.24	151.45	228.82	152.38	90.12	622.81
0.982000	96.83	169.33	158.85	74.15	499.19	151.53	228.38	152.22	90.24	622.39
0.984000	96.77	169.31	159.13	74.37	499.60	151.31	228.05	152.19	89.79	621.38
0.986000	96.86	169.20	159.34	74.56	499.98	151.12	228.07	152.27	89.85	621.35
0.988000	97.02	169.33	159.13	74.75	500.25	151.12	228.10	152.30	89.74	621.30
0.990000	97.10	169.23	159.26	74.75	500.37	150.88	227.97	152.08	89.60	620.56
0.992000	97.24	169.17	159.29	75.18	500.91	150.71	227.66	152.19	89.74	620.34
0.994000	97.57	169.12	159.37	74.80	500.89	150.66	227.64	152.19	89.74	620.25
0.996000	97.35	169.52	159.29	74.85	501.04	150.47	227.33	152.19	89.46	619.49
0.998000	97.52	169.25	159.51	75.23	501.54	150.25	227.31	152.25	89.63	619.46
1.000000	97.41	169.33	159.29	75.21	501.26	150.33	227.17	151.92	89.35	618.80
1.002000	97.52	169.12	159.73	75.40	501.79	149.76	227.09	152.38	89.21	618.47
1.004000	97.82	169.33	159.34	75.34	501.87	149.62	226.95	152.16	88.96	617.73
1.006000	97.60	169.44	159.64	75.32	502.03	149.70	226.87	152.16	88.85	617.62
1.008000	97.85	169.23	159.78	75.51	502.39	149.32	226.70	152.27	88.88	617.21
1.010000	97.79	169.47	159.70	75.78	502.76	148.91	226.51	152.16	88.63	616.25
1.012000	97.85	169.36	159.73	75.37	502.33	148.91	226.29	152.41	88.63	616.28
1.014000	97.96	169.50	159.86	75.91	503.25	148.47	226.21	152.33	88.44	615.48
1.016000	98.01	169.55	160.14	75.81	503.53	148.04	226.37	152.41	88.27	615.13
1.018000	97.82	169.47	159.95	75.75	503.01	147.52	226.15	152.52	88.33	614.55
1.020000	98.18	169.74	160.06	75.91	503.91	147.38	225.91	152.57	88.14	614.03
1.022000	98.07	169.68	160.16	75.83	503.77	147.03	225.99	152.57	88.05	613.67
1.024000	98.01	169.87	160.25	75.72	503.88	146.75	226.04	152.68	87.97	613.48
1.026000	98.01	169.76	160.27	75.91	503.99	145.88	225.55	152.82	87.81	612.09
1.028000	98.07	170.19	160.55	76.02	504.85	142.74	225.08	153.21	87.56	608.61
1.030000	98.01	170.32	160.55	75.83	504.74	141.73	225.00	153.29	87.09	607.13
1.032000	98.12	170.19	160.82	75.83	504.99	141.18	224.64	153.01	87.31	606.18
1.034000	98.01	170.38	160.96	76.19	505.56	141.35	224.42	153.23	87.42	606.45
1.036000	98.23	170.30	160.74	75.94	505.23	141.02	224.53	153.12	87.25	605.96
1.038000	98.18	170.35	161.04	76.05	505.64	140.85	224.37	153.26	86.95	605.46
1.040000	98.20	170.32	160.96	76.00	505.51	141.05	224.45	153.07	86.92	605.52
1.042000	98.01	170.59	161.04	76.05	505.72	140.64	224.34	153.37	86.76	605.13
1.044000	97.96	170.64	161.23	76.43	506.29	140.66	224.23	153.15	86.98	605.05
1.046000	98.12	170.86	161.31	75.86	506.18	140.61	224.09	153.23	86.67	604.64
1.048000	98.04	170.89	161.31	76.08	506.34	140.39	224.09	153.10	86.62	604.23
1.050000	98.01	171.05	161.42	76.10	506.61	140.17	224.20	153.07	86.54	604.01
1.052000	97.96	171.42	161.59	75.83	506.82	140.31	224.04	153.18	86.45	604.01
1.054000	97.90	171.39	161.70	75.83	506.85	139.93	223.87	153.07	86.37	603.27
1.056000	98.01	171.37	161.94	75.83	507.18	140.12	223.79	152.90	86.40	603.24
1.058000	97.79	171.45	161.72	75.94	506.93	140.20	223.38	153.04	86.37	603.02
1.060000	97.74	171.53	162.08	75.83	507.20	139.98	223.52	152.82	86.18	602.52
1.062000	97.74	171.71	161.97	75.83	507.28	139.79	223.32	152.93	86.12	602.19
1.064000	97.57	171.77	162.24	75.78	507.39	139.71	223.30	152.66	86.04	601.73
1.066000	97.74	172.01	162.35	75.78	507.90	139.73	223.08	152.74	86.26	601.84
1.068000	97.52	172.06	162.49	75.70	507.79	139.60	223.52	152.96	86.07	602.17
1.070000	97.32	172.25	162.57	75.45	507.62	139.24	223.13	152.74	85.98	601.13
1.072000	97.38	172.52	162.63	75.51	508.05	139.32	223.21	152.77	85.96	601.29
1.074000	97.49	172.54	163.12	75.59	508.76	139.19	222.99	152.57	85.76	600.55
1.076000	97.35	172.70	163.01	75.62	508.70	139.27	223.05	152.55	85.62	600.52
1.078000	97.46	172.76	162.98	75.67	508.89	139.05	222.99	152.60	85.51	600.19
1.080000	97.21	172.86	163.15	75.40	508.65	139.27	222.88	152.38	85.76	600.33
1.082000	97.10	173.18	163.47	75.45	509.24	139.22	222.88	152.41	85.60	600.14
1.084000	97.10	173.21	163.42	75.42	509.18	139.00	222.56	152.33	85.54	599.45
1.086000	96.97	173.13	163.50	75.42	509.05	139.11	222.64	152.46	85.43	599.67
1.088000	96.86	173.40	163.80	75.40	509.48	139.05	222.47	152.66	85.26	599.48
1.090000	96.86	173.64	164.05	75.34	509.91	139.11	222.50	152.46	85.38	599.48
1.092000	96.86	173.67	163.86	75.07	509.48	138.81	222.58	152.25	85.29	598.96
1.094000	96.64	173.67	164.05	75.02	509.39	139.00	222.53	152.41	85.43	599.39
1.096000	96.66	174.31	164.24	75.13	510.36	138.64	222.56	152.33	85.15	598.71
1.098000	96.64	174.20	164.32	74.99	510.17	138.34	222.28	152.36	85.32	598.33
1.100000	96.47	174.04	164.54	74.91	509.99	138.48	222.58	152.46	85.13	598.68
1.102000	96.42	174.44	164.54	75.10	510.52	138.42	222.39	152.25	85.29	598.38
1.104000	96.53	174.60	164.81	74.83	510.79	138.34	222.47	152.57	84.99	598.41
1.106000	96.25	174.71	164.87	74.94	510.79	138.34	222.56	152.36	85.02	598.30
1.108000	96.33	174.81	164.92	74.85	510.95	138.29	222.34	152.49	84.99	598.13
1.110000	96.33	174.87	164.95	74.72	510.90	138.07	222.31	152.55	84.88	597.83
1.112000	96.22	174.89	165.31	74.53	510.98	137.88	222.25	152.38	84.71	597.25
1.114000	96.14	175.14	165.36	74.91	511.57	137.88	222.39	152.57	84.96	597.83
1.116000	96.09	175.03	165.42	74.96	511.52	137.82	222.50	152.55	84.80	597.69
1.118000	96.09	175.30	165.63	74.66	511.71	137.49	222.36	152.27	84.66	596.82
1.120000	95.87	175.35	165.55	74.64	511.43	137.69	222.12	152.55	84.57	596.95
1.122000	95.59	175.40	165.58	74.53	511.13	137.33	222.25	152.41	84.77	596.79
1.124000	95.45	175.22	165.53	74.37	510.59	137.41	222.23	152.55	84.49	596.71
1.126000	95.54	175.38	165.74	74.61	511.29	137.33	222.06	152.71	84.77	596.90
1.128000	95.51	175.64	165.74	74.53	511.45	137.49	222.03	152.55	84.77	596.87
1.130000	95.54	175.64	166.13	74.39	511.73	137.28	222.25	152.41	84.57	596.54
1.132000	95.32	176.07	165.96	74.20	511.58	137.36	222.06	152.63	84.49	596.57
1.134000	95.15	176.07	166.04	74.04	511.33	137.30	222.25	152.60	84.44	596.62
1.136000	95.26	175.91	166.40	74.09	511.69	137.06	222.17	152.68	84.52	596.46
1.138000	95.29	176.39	166.29	74.09	512.09	136.84	222.12	152.63	84.35	595.97
1.140000	95.10	176.34	166.48	74.04	511.98	136.78	222.25	152.85	84.33	596.24
1.142000	94.82	176.71	166.76	74.07	512.38	136.70	222.12	152.63	84.13	595.61
1.144000	94.68	176.42	166.62	73.61	511.35	136.68	222.36	152.85	84.24	596.16
1.146000	94.77	176.66	167.00	73.93	512.39	136.57	221.84	152.63	84.44	595.50
1.148000	94.38	176.66	167.06	73.69	511.81	136.46	222.03	152.77	84.19	595.47
